sample_id,geochronid,analysis_document,usable_flag,reason,parse_status,row_parser_used,table_rows_extracted,non_d_rows,d_rows,group_counts,interpretation_notes,error
240481,240481.1,240481.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,22,19,3,D:3; I:18; X:1,"The analyses are concordant to moderately discordant Rasmussen, B, Mueller, AG and Fletcher, IR 2009, Zirconolite and (Fig. 3). Three analyses are >5% discordant. The dates xenotime U-Pb age constraints on the emplacement of the Golden are unreliable, and are considered not to be geologically Eastern Goldfields Province, Yilgarn Craton, Western Australia: interpreted as the age of igneous crystallization. The date Survey of Western Australia, 1:100 000 Geological Series Explanatory interpreted as the age of an inherited zircon.",
242405,242405.1,242405.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,16,15,1,D:1; I:15,"The analyses are concordant to strongly discordant publication (Fig. 3). One analysis is >40% discordant. The date Wingate, MTD, Fielding, IOH, Lu, Y and Ivanic, T 2021, 242405: unreliable, and considered not to be geologically 1805: Geological Survey of Western Australia, 4p. a weighted mean 207Pb*/206Pb* date of 2928 ± 5 Ma is interpreted as the igneous crystallization age of the",
242407,242407.1,242407.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,16,16,0,I:16,"The analyses are concordant to slightly discordant (Fig. 3), in size. Some biotite has been replaced by chlorite. a weighted mean 207Pb*/206Pb* date of 2932 ± 5 Ma Figure 1. Drillcore image of sample 242407: metadacite, Bungeye Well Figure 2. Cathodoluminescence image of representative zircons from sample 242407: interpreted as the igneous crystallization age of the dacite.",
242435,242435.1,242435.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,16,14,2,D:2; I:14,"The analyses are concordant to strongly discordant (Fig. 2). Two analyses are >8% discordant. The dates obtained from these two analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. The remaining Group I comprises 14 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2679 ± 4 Ma (MSWD = The date of 2679 ± 4 Ma for the 14 analyses in Group I is interpreted as the igneous crystallization age of the",
242439,242439.1,242439.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,18,17,1,D:1; I:11; P:3; X:1; Z:2,"The analyses are concordant to moderately discordant (Fig. 2). One analysis is >8% discordant. The date obtained from this analysis (Group D, Table 1) is unreliable and considered not to be geologically significant. The remaining 17 analyses can Group I comprises 11 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 3275 ± 5 Ma (MSWD = The date of 3275 ± 5 Ma for the 11 analyses in Group I is interpreted as the igneous crystallization age of the granodiorite The date of 3506 ± 4 Ma for the single analysis in Group X is interpreted as the age of an inherited component. The dates",
242442,242442.1,242442.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,18,17,1,D:1; I:13; P:4,"The analyses are concordant to moderately discordant (Fig. 3). One analysis is >5% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable and is considered not to be geologically significant. The remaining 17 analyses Group I comprises 13 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2939 ± 5 Ma (MSWD = The date of 2939 ± 5 Ma for the 13 analyses in Group I is interpreted as the magmatic crystallization age of the",
242455,242455.1,242455.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,15,15,0,I:15,"The analyses are concordant to moderately discordant (Fig. 3), and form a single group, based on their 207Pb*/206Pb* Group I comprises 15 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2973 ± 4 Ma (MSWD = The date of 2973 ± 4 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age of the protolith to",
242490,242490.1,242490.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,14,13,1,D:1; I:11; X:2,"The analyses are slightly discordant to moderately discordant (Fig. 3). One analysis is >5% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable and is considered not to be geologically significant. The remaining 13 Group I comprises 11 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2693 ± 7 Ma (MSWD = Group X comprises two analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2724 ± 8 Ma (MSWD = The date of 2693 ± 7 Ma for the 11 analyses in Group I is interpreted as the magmatic crystallization age of the monzogranite. The date of 2724 ± 8 Ma for the two analyses in Group X is interpreted as the age of an inherited",
242491,242491.1,242491.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,21,19,2,D:2; I:17; X:2,"The analyses are concordant to moderately discordant (Fig. 3). Two analyses are >5% discordant. The dates obtained from these two analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. The remaining Group I comprises 17 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2701 ± 5 Ma (MSWD = The date of 2701 ± 5 Ma for the 17 analyses in Group I is interpreted as the magmatic crystallization age of the",
242492,242492.1,242492.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,21,21,0,I:15; P:6,"The analyses are concordant to moderately discordant (Fig. 4), and form two groups, based on their 207Pb*/206Pb* and Group I comprises 15 analyses of 13 zircon cores and rims (Table 1), which yield a weighted mean 207Pb*/206Pb* date of The date of 2741 ± 4 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age. The dates of 2713– Figure 3. Cathodoluminescence image of representative zircons from sample 242492: migmatitic gneiss, Reserve",
242493,242493.1,242493.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,18,18,0,I:18,"The analyses are concordant to moderately discordant (Fig. 4), and form a single group, based on their 207Pb*/206Pb* Group I comprises 18 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2687 ± 4 Ma (MSWD = The date of 2687 ± 4 Ma for the 18 analyses in Group I is interpreted as the age of igneous crystallization. Figure 3. Cathodoluminescence image of representative zircons from sample 242493: metagranodiorite",
242497,242497.1,242497.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,20,19,1,D:1; X:19,"The analyses are concordant to moderately concordant (Fig. 4). One analysis is >5% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable, and considered not to be geologically significant. The remaining 19 analyses analyses in Group X yield a weighted mean 207Pb*/206Pb* date of 3040 ± 3 Ma (MSWD = 0.78), interpreted as the age of",
242498,242498.1,242498.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,42,37,5,D:5; S:36; Y:1,"The analyses are concordant to moderately discordant (Fig. 3). Five analyses are >5% discordant. The dates obtained from these five analyses (Group D; Table 1) are unreliable, and are considered not to be geologically significant. The remaining Ma (1σ) for the single analysis in Group Y represents a maximum age of deposition for the sedimentary precursor. A more conservative estimate of the maximum depositional age can be based on the weighted mean 207Pb*/206Pb* date of 3037 ± from 37 analyses. This is interpreted as the age of the dominant zircon-crystallizing rock in the detrital source region, or the age of a detrital component within sediments that have been reworked into this rock.",
242634,242634.1,242634.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,18,18,0,I:18,"The analyses are concordant to slightly discordant (Fig. 3), and form a single group, based on their 207Pb*/206Pb* ratios. Group I comprises 18 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2627 ± 6 Ma (MSWD = The date of 2627 ± 6 Ma for the 18 analyses in Group I is interpreted as the igneous crystallization age.",
242652,242652.1,242652.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,36,32,4,D:4; I:14; P:1; X:17,"The analyses are concordant to strongly discordant (Fig. 3). Four analyses are >5% discordant. The dates are unreliable, and considered not to be geologically which yield a weighted mean 207 Pb*/ 206 Pb* date Baxter, JL and Lipple, SL 1985, Perenjori, WA Sheet SH 50-6: which yield a weighted mean 207Pb*/ 206Pb* date of Australia, Memoir 3, p. 32–60.",
242672,242672.1,242672.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,17,17,0,I:17,"The analyses are concordant to moderately discordant Figure 1. Hand specimen image of sample 242672: felsic metavolcanic rock, Solomon Figure 2. Cathodoluminescence image of all zircons from sample 242672: felsic a weighted mean 207Pb*/206Pb* date of 3002 ± 4 Ma is interpreted as the igneous crystallization age of the Geological Survey of Western Australia, 4p.",
242683,242683.1,242683.1.pdf,NO_DATA_PARSED,No table rows parsed from PDF or linked data table.,NO_TABLE_ROWS_PARSED,,0,0,0,,"The analyses are concordant to strongly discordant (Fig. 3). Eleven analyses are >5% discordant. The dates obtained from these 11 analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. The remaining 23 Group I comprises seven analyses of five zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2793 ± 8 analyses of 13 zircons in Group X yield a weighted mean 207Pb*/206Pb* date of 2947 ± 5 Ma (MSWD = 1.2). The date of 2793 ± 8 Ma for the seven analyses in Group I is interpreted as the magmatic crystallization age. The dates of 14 analyses in Group X is interpreted as the age of an inherited component.",
242695,242695.1,242695.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,17,17,0,I:17,"forms subhedral to euhedral crystals up to 2 mm in size, The analyses are concordant to slightly discordant (Fig. 3), Quartz is anhedral, irregular, interstitial to feldspars, a weighted mean 207Pb*/ 206Pb* date of 2754 ± 4 Ma equant laths up to 1 mm long, locally replaced by chlorite. is interpreted as the magmatic crystallization age of the Figure 1. Hand specimen image of sample 242695: hornblende metamonzonite, Olivers Figure 2. Cathodoluminescence image of representative zircons from sample 242695:",
242908,242908.1,242908.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,22,22,0,I:20; X:2,"The analyses are concordant to slightly discordant (Fig. 3), Explanatory Notes extract, viewed 08 September 2021, <www.dmp. which yield a weighted mean 207Pb*/ 206Pb* date of wa.gov.au/ens>. is interpreted as the igneous crystallization age. The dates late Paleoproterozoic Duck Creek Formation, Western Australia:",
242931,242931.1,242931.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,20,19,1,D:1; I:19,"The analyses are concordant to moderately discordant Stacey, JS and Kramers, JD 1975, Approximation of terrestrial lead isotope (Fig. 3). One analysis is >6% discordant. The date obtained evolution by a two-stage model: Earth and Planetary Science Letters, from this analysis (Group D; Table 1) is unreliable, v. 26, p. 207–221. a weighted mean 207Pb*/ 206Pb* date of 1873 ± 9 Ma (P_-WYj-b): Geological Survey of Western Australia, WA is interpreted as the igneous crystallization age of the Wingate, MTD, Lu, Y, Fielding, IOH and Johnson, SP 2019, 219580: felsic",
245105,245105.1,245105.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,19,19,0,I:19,"The analyses are concordant to moderately discordant 6p. a weighted mean 207Pb*/206Pb* date of 2664 ± 4 Ma porphyritic dacite, Four Mile Hill; Geochronology Record 1759: is interpreted as the igneous crystallization age of the porphyritic microgranite, Kanowna Consuls mine; Geochronology",
245115,245115.1,245115.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,32,29,3,D:3; I:19; P:10,"The analyses are concordant to moderately discordant (Fig. 3). Three analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically tabular, and up to 2 mm long. Pyrite is subhedral to which yield a weighted mean 207Pb*/ 206Pb* date of Figure 2. Cathodoluminescence image of representative zircons from sample 245115: is interpreted as the igneous crystallization age of the",
245122,245122.1,245122.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,26,20,6,D:6; I:12; P:8,"The analyses are concordant to strongly discordant Australia, Report 55, 80p. (Fig. 3). Six analyses are >7% discordant. The dates Rasmussen, B, Mueller, AG and Fletcher, IR 2009, Zirconolite and are unreliable, and are considered not to be geologically Mile Dolerite sill and gold mineralization at the Mt Charlotte mine, which yield a weighted mean 207Pb*/ 206Pb* date of and sedimentation related to episodic granite emplacement during the is interpreted as the igneous crystallization age of the",
245127,245127.1,245127.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,16,16,0,I:15; P:1,"The analyses are concordant to slightly discordant (Fig. 3), Mile Dolerite sill and gold mineralization at the Mt Charlotte mine, a weighted mean 207Pb*/206Pb* date of 2682 ± 4 Ma and sedimentation related to episodic granite emplacement during the is interpreted as the igneous crystallization age of the",
248205,248205.1,248205.1.pdf,YES_MODERATE_CONFIDENCE,Parsed table with >=3 non-D analyses.,OK,STRICT_20COL,80,79,1,D:1; S:78; Y:1,"This sample was analysed on 19–20 and 25–26 November The analyses are concordant to moderately discordant 2021, using SHRIMP-B. Analyses 1.1 to 40.1 (spot (Fig. 3). One analysis is >5% discordant. The date together with 10 analyses of the M257 standard, which unreliable, and considered not to be geologically according to the model of Stacey and Kramers (1975). can be based on the weighted mean date of 2669 ± 2 Ma",
248284,248284.2,248284.2.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK_UPBDATA,UPBDATA_LINK,19,15,4,D:4; I:15,"The analyses are concordant to strongly discordant (Fig. 3). Four analyses are >5% discordant. The dates obtained from these four analyses (Group D; Table 1) are unreliable and considered not to be geologically significant. The remaining 15 Group I comprises 15 analyses of 15 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2639 ± 7 Ma The date of 2639 ± 7 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age of the",
249438,249438.1,249438.1.pdf,YES_HIGH_CONFIDENCE,Group I present with >=5 non-D analyses.,OK,STRICT_20COL,37,27,10,D:10; I:21; X:6,"rounded, transparent, and up to 2 mm in size. Some quartz The analyses are concordant to strongly discordant granoblastic mosaic of unstrained grains, and some are are >5% discordant. The dates obtained from these new grains. Although most plagioclase and quartz occurs as 12 analyses (Group D; Table 1) are unreliable, and Figure 2. Cathodoluminescence image of representative zircons from sample 249438: is interpreted as the igneous crystallization age of the publication analyses in Group X is interpreted as age of an inherited",
